rank,track_name,artist_name,year
30,if i had a hammer,trini lopez,1963
31,easier said than done,the essex,1963
32,ruby baby,dion,1963
33,our day will come,ruby,1963
34,hello stranger,barbara lewis,1963
35,be my baby,the ronettes,1963
36,south street,the orlons,1963
37,days of wine and roses,henry mancini,1963
38,the monkey time,major lance,1963
39,candy girl,the four seasons,1963
40,sugar shack,jimmy gilmer and the fireballs,1963
41,still,bill anderson,1963
42,blue on blue,bobby vinton,1963
43,cry baby,garnet mimms,1963
44,two faces have i,lou christie,1963
45,busted,ray charles,1963
46,da doo ron ron,the crystals,1963
47,foolish little girl,the shirelles,1963
48,memphis,lonnie mack,1963
49,in dreams,roy orbison,1963
50,more,kai winding,1963
51,i can't stay mad at you,skeeter davis,1963
52,losing you,brenda lee,1963
53,mean woman blues,roy orbison,1963
54,our winter love,bill pursell,1963
55,i wanna be around,tony bennett,1963
56,you've really got a hold on me,the miracles,1963
57,sally go 'round the roses,the jaynetts,1963
58,(you're the) devil in disguise,elvis presley,1963
59,those lazy-hazy-crazy days of summer,nat king cole,1963
60,baby workout,jackie wilson,1963
61,pride and joy,marvin gaye,1963
62,deep purple,nino tempo,1963
63,from a jack to a king,ned miller,1963
64,up on the roof,the drifters,1963
65,what will mary say,johnny mathis,1963
66,mama didn't lie,jan bradley,1963
67,the night has a thousand eyes,bobby vee,1963
68,don't say nothin' bad (about my baby),the cookies,1963
69,ring of fire,johnny cash,1963
70,just one look,doris troy,1963
71,"hello muddah, hello fadduh (a letter from camp)",allan sherman,1963
72,judy's turn to cry,lesley gore,1963
73,"tie me kangaroo down, sport",rolf harris,1963
74,fools rush in,rick nelson,1963
75,washington square,the village stompers,1963
76,donna the prima donna,dion,1963
77,"that sunday, that summer",nat king cole,1963
78,another saturday night,sam cooke,1963
79,"painted, tainted rose",al martino,1963
80,go away little girl,steve lawrence,1963
81,take these chains from my heart,ray charles,1963
82,talk to me,sunny,1963
83,come and get these memories,martha and the vandellas,1963
84,do the bird,dee dee sharp,1963
85,it's all right,the impressions,1963
86,shut down,the beach boys,1963
87,one fine day,the chiffons,1963
88,little town flirt,del shannon,1963
89,fly me to the moon,joe harnell,1963
90,the reverend mr. black,the kingston trio,1963
91,hot pastrami,the dartells,1963
92,martian hop,the ran-dells,1963
93,wonderful! wonderful!,the tymes,1963
94,abilene,george hamilton iv,1963
95,part time love,little johnny taylor,1963
96,maria elena,los indios tabajaras,1963
97,detroit city,bobby bare,1963
98,twenty miles,chubby checker,1963
99,"green, green",the new christy minstrels,1963
100,hey girl,freddie scott,1963
1,i want to hold your hand,the beatles,1964
2,she loves you,the beatles,1964
3,"hello, dolly!",louis armstrong,1964
4,"oh, pretty woman",roy orbison,1964
5,i get around,the beach boys,1964
6,everybody loves somebody,dean martin,1964
7,my guy,mary wells,1964
8,we'll sing in the sunshine,gale garnett,1964
9,last kiss,j. frank wilson,1964
10,where did our love go,the supremes,1964
11,people,barbra streisand,1964
12,java,al hirt,1964
13,a hard day's night,the beatles,1964
14,love me do,the beatles,1964
15,do wah diddy diddy,manfred mann,1964
16,please please me,the beatles,1964
17,dancing in the street,martha and the vandellas,1964
18,little children,billy j. kramer,1964
19,love me with all your heart (cuando calienta el sol),the ray charles singers,1964
20,under the boardwalk,the drifters,1964
21,chapel of love,the dixie cups,1964
22,suspicion,terry stafford,1964
23,glad all over,the dave clark five,1964
24,rag doll,the four seasons,1964
25,dawn (go away),the four seasons,1964
26,bread and butter,the newbeats,1964
27,it hurts to be in love,gene pitney,1964
28,dead man's curve,jan and dean,1964
29,come a little bit closer,jay and the americans,1964
30,a world without love,peter and gordon,1964
31,have i the right?,the honeycombs,1964
32,don't let the rain come down (crooked little man),the serendipity singers,1964
33,baby love,the supremes,1964
34,let it be me,betty everett,1964
35,wishin' and hopin',dusty springfield,1964
36,you don't own me,lesley gore,1964
37,walk on by,dionne warwick,1964
38,the house of the rising sun,the animals,1964
39,g.t.o.,ronny,1964
40,twist and shout,the beatles,1964
41,memphis,johnny rivers,1964
42,white on white,danny williams,1964
43,hey little cobra,the rip chords,1964
44,the shoop shoop song (it's in his kiss),betty everett,1964
45,bits and pieces,the dave clark five,1964
46,my boy lollipop,millie small,1964
47,"um, um, um, um, um, um",major lance,1964
48,the little old lady from pasadena,jan and dean,1964
49,don't let the sun catch you crying,gerry and the pacemakers,1964
50,a summer song,chad,1964
51,the girl from ipanema,stan getz,1964
52,can't buy me love,the beatles,1964
53,remember (walking in the sand),the shangri-las,1964
54,c'mon and swim,bobby freeman,1964
55,do you want to know a secret,the beatles,1964
56,keep on pushing,the impressions,1964
57,baby i need your loving,the four tops,1964
58,navy blue,diane renay,1964
59,diane,the bachelors,1964
60,out of limits,the marketts,1964
61,little honda,the hondells,1964
62,chug-a-lug,roger miller,1964
63,see the funny little clown,bobby goldsboro,1964
64,because,the dave clark five,1964
65,(just like) romeo and juliet,the reflections,1964
66,for you,rick nelson,1964
67,today,the new christy minstrels,1964
68,can't you see that she's mine,the dave clark five,1964
69,leader of the pack,the shangri-las,1964
70,funny how time slips away,joe hinton,1964
71,the way you do the things you do,the temptations,1964
72,anyone who had a heart,dionne warwick,1964
73,i love you more and more every day,al martino,1964
74,it's over,roy orbison,1964
75,ronnie,the four seasons,1964
76,surfin' bird,the trashmen,1964
77,what kind of fool (do you think i am),the tams,1964
78,the door is still open to my heart,dean martin,1964
79,you really got me,the kinks,1964
80,the shelter of your arms,sammy davis jr.,1964
81,i'm so proud,the impressions,1964
82,i wanna love him so bad,the jelly beans,1964
83,dang me,roger miller,1964
84,cotton candy,al hirt,1964
85,(you don't know) how glad i am,nancy wilson,1964
86,money (that's what i want),the kingsmen,1964
87,don't throw your love away,the searchers,1964
88,hi-heel sneakers,tommy tucker,1964
89,how do you do it?,gerry and the pacemakers,1964
90,"walk, don't run '64",the ventures,1964
91,do you love me,the dave clark five,1964
92,shangri-la,robert maxwell,1964
93,haunted house,jumpin' gene simmons,1964
94,steal away,jimmy hughes,1964
95,i saw her standing there,the beatles,1964
96,a fool never learns,andy williams,1964
97,bad to me,billy j. kramer,1964
98,there! i've said it again,bobby vinton,1964
99,louie louie,the kingsmen,1964
100,needles and pins,the searchers,1964
1,wooly bully,sam the sham and the pharaohs,1965
2,i can't help myself (sugar pie honey bunch),four tops,1965
3,(i can't get no) satisfaction,the rolling stones,1965
4,you were on my mind,we five,1965
5,you've lost that lovin' feelin',the righteous brothers,1965
6,downtown,petula clark,1965
7,help!,the beatles,1965
8,can't you hear my heartbeat,herman's hermits,1965
9,crying in the chapel,elvis presley,1965
10,my girl,the temptations,1965
11,"help me, rhonda",the beach boys,1965
12,king of the road,roger miller,1965
13,the birds and the bees,jewel akens,1965
14,"hold me, thrill me, kiss me",mel carter,1965
15,shotgun,junior walker,1965
16,i got you babe,sonny,1965
17,this diamond ring,gary lewis,1965
18,the 'in' crowd,ramsey lewis trio,1965
19,"mrs. brown, you've got a lovely daughter",herman's hermits,1965
20,stop! in the name of love,the supremes,1965
21,unchained melody,the righteous brothers,1965
22,silhouettes,herman's hermits,1965
23,i'll never find another you,the seekers,1965
24,cara mia,jay and the americans,1965
25,mr. tambourine man,the byrds,1965
26,cast your fate to the wind,sounds orchestral,1965
27,"yes, i'm ready",barbara mason,1965
28,what's new pussycat?,tom jones,1965
29,eve of destruction,barry mcguire,1965
30,hang on sloopy,the mccoys,1965
31,ticket to ride,the beatles,1965
32,red roses for a blue lady,bert kaempfert,1965
33,papa's got a brand new bag,james brown,1965
34,game of love,wayne fontana,1965
35,the name game,shirley ellis,1965
36,i know a place,petula clark,1965
37,back in my arms again,the supremes,1965
38,baby i'm yours,barbara lewis,1965
39,the jolly green giant,the kingsmen,1965
40,"hush, hush, sweet charlotte",patti page,1965
41,like a rolling stone,bob dylan,1965
42,i'm telling you now,freddie and the dreamers,1965
43,ferry cross the mersey,gerry and the pacemakers,1965
44,just once in my life,the righteous brothers,1965
45,the seventh son,johnny rivers,1965
46,"i'm henry the eighth, i am",herman's hermits,1965
47,a walk in the black forest,horst jankowski,1965
48,for your love,the yardbirds,1965
49,california girls,the beach boys,1965
50,go now,the moody blues,1965
51,goldfinger,shirley bassey,1965
52,down in the boondocks,billy joe royal,1965
53,baby the rain must fall,glenn yarbrough,1965
54,catch us if you can,the dave clark five,1965
55,eight days a week,the beatles,1965
56,just a little,the beau brummels,1965
57,you turn me on,ian whitcomb,1965
58,i'll be doggone,marvin gaye,1965
59,save your heart for me,gary lewis,1965
60,tired of waiting for you,the kinks,1965
61,count me in,gary lewis,1965
62,all day and all of the night,the kinks,1965
63,what the world needs now is love,jackie deshannon,1965
64,it's not unusual,tom jones,1965
65,she's about a mover,sir douglas quintet,1965
66,shake,sam cooke,1965
67,wonderful world,herman's hermits,1965
68,nowhere to run,martha and the vandellas,1965
69,heart full of soul,the yardbirds,1965
70,love potion no. 9,the searchers,1965
71,laurie (strange things happen),dickey lee,1965
72,baby don't go,sonny,1965
73,it ain't me babe,the turtles,1965
74,tell her no,the zombies,1965
75,i go to pieces,peter and gordon,1965
76,red roses for a blue lady,vic dana,1965
77,don't just stand there,patty duke,1965
78,the tracks of my tears,the miracles,1965
79,too many rivers,brenda lee,1965
80,i like it like that,the dave clark five,1965
81,little things,bobby goldsboro,1965
82,true love ways,peter and gordon,1965
83,it's the same old song,four tops,1965
84,you've got your troubles,the fortunes,1965
85,hold what you've got,joe tex,1965
86,we gotta get out of this place,the animals,1965
87,"laugh, laugh",the beau brummels,1965
88,the last time,the rolling stones,1965
89,do you believe in magic,the lovin' spoonful,1965
90,all i really want to do,cher,1965
91,take me back,little anthony and the imperials,1965
92,i want candy,the strangeloves,1965
93,ooo baby baby,the miracles,1965
94,laugh at me,sonny,1965
95,treat her right,roy head,1965
96,the race is on,george jones,1965
97,i'm a fool,"dino, desi",1965
98,the boy from new york city,the ad libs,1965
99,keep searchin' (we'll follow the sun),del shannon,1965
100,how sweet it is (to be loved by you),marvin gaye,1965
1,california dreamin',the mamas,1966
2,96 tears,? and the mysterians,1966
3,what becomes of the brokenhearted,jimmy ruffin,1966
4,last train to clarksville,the monkees,1966
5,reach out i'll be there,four tops,1966
6,these boots are made for walkin',nancy sinatra,1966
7,cherish,the association,1966
8,strangers in the night,frank sinatra,1966
9,kicks,paul revere,1966
10,the ballad of the green berets,ssgt barry sadler,1966
11,good lovin',the young rascals,1966
12,(you're my) soul and inspiration,the righteous brothers,1966
13,you can't hurry love,the supremes,1966
14,sunny,bobby hebb,1966
15,see you in september,the happenings,1966
16,li'l red riding hood,sam the sham and the pharaohs,1966
17,lightnin' strikes,lou christie,1966
18,poor side of town,johnny rivers,1966
19,working in the coal mine,lee dorsey,1966
20,a groovy kind of love,the mindbenders,1966
21,you don't have to say you love me,dusty springfield,1966
22,sunshine superman,donovan,1966
23,born a woman,sandy posey,1966
24,"monday, monday",the mamas,1966
25,red rubber ball,the cyrkle,1966
26,born free,roger williams,1966
27,walk away renée,the left banke,1966
28,cool jerk,the capitols,1966
29,b-a-b-y,carla thomas,1966
30,hanky panky,tommy james and the shondells,1966
31,when a man loves a woman,percy sledge,1966
32,time won't let me,the outsiders,1966
33,good vibrations,the beach boys,1966
34,paint it black,the rolling stones,1966
35,summer in the city,the lovin' spoonful,1966
36,i'm so lonesome i could cry,b. j. thomas,1966
37,my love,petula clark,1966
38,daydream,the lovin' spoonful,1966
39,ain't too proud to beg,the temptations,1966
40,wild thing,the troggs,1966
41,elusive butterfly,bob lind,1966
42,i am a rock,simon,1966
43,dirty water,the standells,1966
44,hooray for hazel,tommy roe,1966
45,crying time,ray charles,1966
46,sweet pea,tommy roe,1966
47,secret agent man,johnny rivers,1966
48,did you ever have to make up your mind?,the lovin' spoonful,1966
49,we can work it out,the beatles,1966
50,homeward bound,simon,1966
51,uptight (everything's alright),stevie wonder,1966
52,bang bang (my baby shot me down),cher,1966
53,sloop john b,the beach boys,1966
54,19th nervous breakdown,the rolling stones,1966
55,wipe out,the surfaris,1966
56,psychotic reaction,count five,1966
57,paperback writer,the beatles,1966
58,beauty is only skin deep,the temptations,1966
59,no matter what shape (your stomach's in),the t-bones,1966
60,barefootin',robert parker,1966
61,just like me,paul revere,1966
62,love makes the world go round,deon jackson,1966
63,the pied piper,crispian st. peters,1966
64,somewhere my love,ray conniff singers,1966
65,almost persuaded,david houston,1966
66,if i were a carpenter,bobby darin,1966
67,don't mess with bill,the marvelettes,1966
68,"cherry, cherry",neil diamond,1966
69,message to michael,dionne warwick,1966
70,love is a hurtin' thing,lou rawls,1966
71,gloria,the shadows of knight,1966
72,my world is empty without you,the supremes,1966
73,barbara ann,the beach boys,1966
74,rainy day women #12 & 35,bob dylan,1966
75,guantanamera,the sandpipers,1966
76,i'm your puppet,james,1966
77,land of 1000 dances,wilson pickett,1966
78,oh how happy,the shades of blue,1966
79,woman,peter and gordon,1966
80,you baby,the turtles,1966
81,sweet talkin' guy,the chiffons,1966
82,five o'clock world,the vogues,1966
83,black is black,los bravos,1966
84,nowhere man,the beatles,1966
85,dandy,herman's hermits,1966
86,baby scratch my back,slim harpo,1966
87,she's just my style,gary lewis,1966
88,the more i see you,chris montez,1966
89,i fought the law,bobby fuller four,1966
90,yellow submarine,the beatles,1966
91,hungry,paul revere,1966
92,zorba the greek,herb alpert and the tijuana brass,1966
93,shapes of things,the yardbirds,1966
94,along comes mary,the association,1966
95,"634-5789 (soulsville, u.s.a.)",wilson pickett,1966
96,devil with a blue dress on/good golly miss molly,mitch ryder,1966
97,wouldn't it be nice,the beach boys,1966
